Domain Code,Domain,Area Code,Area,Element Code,Element,Item Code,Item,Year Code,Year,Unit,Value,Flag,Flag Description,Note
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","1998","1998","t","24700","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1998","1998","t","5000","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1998","1998","t","5700","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","1999","1999","t","25100","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","1999","1999","t","5000","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","1999","1999","t","6100","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2000","2000","t","23800","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2000","2000","t","5000","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2000","2000","t","6300","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2001","2001","t","23500","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2001","2001","t","5000","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2001","2001","t","6500","X","Figure from international organizations","Data sourced from another international organization"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2002","2002","t","32140","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2002","2002","t","6170","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2002","2002","t","10050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2003","2003","t","32140","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2003","2003","t","6170","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2003","2003","t","10050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2004","2004","t","32140","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2004","2004","t","6170","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2004","2004","t","10050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2005","2005","t","32140","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2005","2005","t","6170","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2005","2005","t","7050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2006","2006","t","31260","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2006","2006","t","3910","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2006","2006","t","7050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2007","2007","t","32490","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2007","2007","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2007","2007","t","5700","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2008","2008","t","32950","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2008","2008","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2008","2008","t","4500","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2009","2009","t","22830","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2009","2009","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2009","2009","t","1279.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2010","2010","t","26050","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2010","2010","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2010","2010","t","1453.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2011","2011","t","25130","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2011","2011","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2011","2011","t","624.73","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2012","2012","t","19610","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2012","2012","t","3760","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2012","2012","t","564.15","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2013","2013","t","16850","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2013","2013","t","4220","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2013","2013","t","659.1","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2014","2014","t","12450.93","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2014","2014","t","3575.98","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2014","2014","t","936.67","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2015","2015","t","15146.37","A","Official figure","Official data collected from national publication"
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2015","2015","t","4150.96","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2015","2015","t","1094.46","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2016","2016","t","12484.93","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2016","2016","t","4595.32","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2016","2016","t","1070.28","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2017","2017","t","10458.96","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2017","2017","t","4070.19","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2017","2017","t","1078.62","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2018","2018","t","9567.3","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2018","2018","t","3199.89","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2018","2018","t","1045.05","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2019","2019","t","10093.76","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2019","2019","t","3723.54","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2019","2019","t","1086.43","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2020","2020","t","12027.26","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2020","2020","t","4062.99","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2020","2020","t","1157.24","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2021","2021","t","11381.65","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2021","2021","t","3684.48","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2021","2021","t","1402.85","E","Estimated value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3102","Nutrient nitrogen N (total)","2022","2022","t","11381.65","I","Imputed value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3103","Nutrient phosphate P2O5 (total)","2022","2022","t","3684.48","I","Imputed value",""
"RFN","Fertilizers by Nutrient","225","United Arab Emirates","5157","Agricultural Use","3104","Nutrient potash K2O (total)","2022","2022","t","1402.85","I","Imputed value",""
